WEBTASK;WT-003451;ID000143;e4e085716e37291f016ea2db7c4e13f1;CONFIG_FNC / SYLOB 9_DLBC-TO TEST 2 / 1191-AF-00021-EP;ID000143;Demande de Sandra<cr/>Lors de notre dernière réunion, je vous avais parlé d'un configurateur pour les non conformité afin de pouvoir gérer ces dernières plus facilement. Ci-joint un fichier excel avec un modèle pour en parler. L'idée serait sur les AC ou appro puisse alimenter les non conformité de SYLOB via un configurateur. je suis partie de SYLOB en l'adaptant. Je sais que dans ce modèle il y a des infos qu'on ne retrouve pas dans les non conformité mais dont nous avons besoin. Je reste à votre dispo pour vous expliquer plus en détail.;Gérer les scénarios de saisie;1;e4e0befc81b308af0181e910c133084c;e4e083c06caa648f016cd535ad3359da;e4e087a587fba4670187fbdb84b70050;00:00:00;20/09/2024;5;false;Commentaire Wimi de EP du 14/10/24 :<cr/>Nous avons apporté les modifications dans le configurateur.<cr/>Je vous laisse tester et me dire si cela est ok;;1;ON;;;;false;;0;;e4e097dc8e55dcdf018e560d30d50362;SAV;e4e084d98b22486f018b5b28c26761bd;;20241014_09:50_V03.01;DLBC-TO;;14/10/2024 - 09:50:46;emilie PARSY;WEBTASK20241017_1059.csv;
WEBTASK;SWT-000012;SWTK000001;e4e080b3758761bd01758f5fcfed03d9;TEST CV01;SWTK000001;Test bon foncitonnement de l'export ;;0;e4e087a587fba4670187fbdb84b70050;e4e0858e6cdaf9a4016ce33ebe5b008e;e4e087a587fba4670187fbbfa23e0021;;31/10/2024;0;0;;;;ON;;;;0;;;;e4e097dc8e55dcdf018e55fbc97500b1;FAISABILITÉ;;;20241017_10:57_V00.00;SANS BASE;;17/10/2024 - 10:57:23;cyrian VANDERBECQ;WEBTASK20241017_1059.csv;
WEBTASK;SWT-000013;WTK000240;e4e080b3758761bd01758f5fcfed03d9;CONFIG_AVANCEMENT / WEBTASK REV 2/ SYLOB 5_BASE DEV / 1157-AF-00004-CV;WTK000240;Créer un configurateur pour la gestion des AVANCEMENTS, qui devra s'intégrer dans le configurateur WEBTASK.<cr/><cr/>Support de travail <cr/><cr/>Feuille de Route et Flux D'avancement<cr/><cr/>Webtask Mere = WTK000211;⛑️ WebTask ⛑️;2;e4e087a587fba4670187fbbfa2380020;e4e083c06caa648f016cd535ad3359da;e4e087a587fba4670187fbdb84b70050;00:00:00;23/04/2024;5;false;Test bon fonctionnement de l'export;;;ON;;;;false;;0;;e4e097dc8e55dcdf018e560733400173;;;WT-002219;20241017_10:57_V01.00;;;17/10/2024 - 10:57:39;cyrian VANDERBECQ;WEBTASK20241017_1059.csv;
